personLabel,occupationLabel,birthdate,deathdate,nationalityLabel,awardLabel
Frances Oldham Kelsey,physician,1914-07-24T00:00:00Z,2015-08-07T00:00:00Z,United States of America,President's Award for Distinguished Federal Civilian Service
Florence Annie Mockeridge,botanist,1889-09-15T00:00:00Z,1958-12-18T00:00:00Z,United Kingdom,
Lois Eubank Egerod,botanist,1919-01-01T00:00:00Z,,,
Christine Darden,mathematician,1942-09-10T00:00:00Z,,United States of America,Congressional Gold Medal
Michal Lipson,physicist,1970-01-01T00:00:00Z,,Israel,R. W. Wood Prize
Monique Cachon-Enjumet,botanist,,2011-01-01T00:00:00Z,,
Caroline Bingham,botanist,1831-03-01T00:00:00Z,1932-10-12T00:00:00Z,United States of America,
Christine Muller-Schwarze,biologist,,,,
Mayly Sánchez,astronomer,1972-06-26T00:00:00Z,,Venezuela,Presidential Early Career Award for Scientists and Engineers
Tiarna Ernst,physician,1988-01-24T00:00:00Z,,,
Kristine French,biologist,,,,
Sheila Sherlock,physician,1918-03-31T00:00:00Z,2001-12-20T00:00:00Z,United Kingdom,Fellow of the Royal College of Physicians
Tânia Regina dos Santos Silva,botanist,1968-01-01T00:00:00Z,,Brazil,
M. Elsa Gardner,engineer,1894-01-09T00:00:00Z,1963-02-01T00:00:00Z,United States of America,
Miranda Cheng,physicist,1979-06-06T00:00:00Z,,Kingdom of the Netherlands,
Louise du Pierry,astronomer,1746-07-30T00:00:00Z,1830-02-27T00:00:00Z,France,
Marta Lewicka,mathematician,1972-11-23T00:00:00Z,,Poland,
Q20506891,physician,1952-10-01T00:00:00Z,,,
Anita Sundman,astronomer,1942-11-20T00:00:00Z,2010-03-31T00:00:00Z,Sweden,
Ingrid Burke,biologist,,,,Fellow of the Ecological Society of America
Marguerite Perey,chemist,1909-10-19T00:00:00Z,1975-05-13T00:00:00Z,France,Lavoisier Medal
Barbara Andrejczyn,physician,1933-06-07T00:00:00Z,2015-12-24T00:00:00Z,Poland,Medal of the 30th Anniversary of People's Poland
Louisa Van Vleet Spicer Wright,physician,1862-01-01T00:00:00Z,1913-01-01T00:00:00Z,,
Sarah Glaz,mathematician,1947-01-01T00:00:00Z,,,
Maria Grekhova,physicist,1902-05-06T00:00:00Z,1995-11-19T00:00:00Z,Russia,Order of the October Revolution
Zeng Fanyi,biologist,1968-01-01T00:00:00Z,,People's Republic of China,
Eugenie Lisitzin,physicist,1905-01-01T00:00:00Z,1989-01-01T00:00:00Z,Finland,
Jeanne Ferrante,engineer,1949-01-01T00:00:00Z,,United States of America,IEEE Fellow
Corrie Hermann,physician,1932-08-04T00:00:00Z,,Kingdom of the Netherlands,
Christine Murrell,physician,1874-10-18T00:00:00Z,1933-10-18T00:00:00Z,United Kingdom of Great Britain and Ireland,
Ellen Frey,physician,1892-01-05T00:00:00Z,1980-01-01T00:00:00Z,Estonia,
Elaine Fuchs,biologist,1950-05-05T00:00:00Z,,United States of America,Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research
Lair Guerra de Macedo,physician,1943-01-01T00:00:00Z,,Brazil,
Frances Oldham Kelsey,physician,1914-07-24T00:00:00Z,2015-08-07T00:00:00Z,United States of America,Member of the Order of Canada
Lilija Ivanovna Djatsjkova,physician,1936-08-31T00:00:00Z,2017-02-21T00:00:00Z,Soviet Union,Order of Lenin
Fiona Meldrum,chemist,,,,Interdisciplinary Prize
Isha Schwaller de Lubicz,mathematician,1885-01-01T00:00:00Z,1962-12-24T00:00:00Z,France,
Juliet Wege,botanist,1971-01-01T00:00:00Z,,Australia,
Maarit Aarni-Sirviö,engineer,1953-01-01T00:00:00Z,,Finland,
Barbara Kegerreis Lunde,physicist,1937-01-01T00:00:00Z,,,
Geneviève Almouzni,biologist,1960-08-09T00:00:00Z,,France,FEBS/EMBO Women in Science Award
Birutė Jokšienė,engineer,1949-10-01T00:00:00Z,,,
Anna Trykozko,engineer,1961-01-01T00:00:00Z,2019-07-13T00:00:00Z,Poland,
Ana María Molina,botanist,1947-01-01T00:00:00Z,,Argentina,
Safiatou Thiam,physician,1963-05-24T00:00:00Z,,Senegal,
Ellen Gould Zweibel,physicist,1952-12-20T00:00:00Z,,United States of America,James Clerk Maxwell Prize for Plasma Physics
Dafna D. Gladman,physician,,,,
Sylvia Earle,botanist,1935-08-30T00:00:00Z,,United States of America,Princess of Asturias Award for Concord
Sylvia Bozeman,mathematician,1947-01-01T00:00:00Z,,United States of America,Fellow of the American Mathematical Society
سمر الحمود,physician,,,Saudi Arabia,Order of Abdulaziz al Saud
María Beljover de Uriarte,physician,1950-01-01T00:00:00Z,1999-01-01T00:00:00Z,Argentina,
Gertrude Jekyll,botanist,1843-11-29T00:00:00Z,1932-12-08T00:00:00Z,United Kingdom of Great Britain and Ireland,Veitch Memorial Medal
Sofía Battegazzore,computer scientist,1950-01-01T00:00:00Z,,Uruguay,
Q12160689,botanist,1940-05-03T00:00:00Z,,,Honored Worker of Ukraine
Nicole El Karoui,mathematician,1944-05-29T00:00:00Z,,France,Officer of the Legion of Honour
Svetlana Selezneva,computer scientist,1969-09-09T00:00:00Z,,Russia,
Valentina Seleznyova,physician,1923-02-12T00:00:00Z,1998-03-01T00:00:00Z,Russia,
Emilie Lehmus,physician,1841-08-30T00:00:00Z,1932-01-01T00:00:00Z,German Reich,
Roseli Ocampo-Friedmann,botanist,1937-11-23T00:00:00Z,2005-09-04T00:00:00Z,United States of America,Antarctica Service Medal
Nancy Lynch,mathematician,1948-01-19T00:00:00Z,,United States of America,Van Wijngaarden Award
Libera Trevisani Levi-Civita,mathematician,1890-05-17T00:00:00Z,1973-12-11T00:00:00Z,Kingdom of Italy,
Jean Langenheim,botanist,1925-09-05T00:00:00Z,,United States of America,
Shelley Day,engineer,1957-04-16T00:00:00Z,,,
Frances E. Allen,computer scientist,1932-08-04T00:00:00Z,2020-08-04T00:00:00Z,United States of America,IBM Fellow
Annapurni Subramaniam,astronomer,1901-01-01T00:00:00Z,,India,
Lyudmila Zhuravlyova,astronomer,1946-05-22T00:00:00Z,,Soviet Union,
Ulrika Manns,botanist,1965-01-01T00:00:00Z,,Sweden,
Frances E. Allen,computer scientist,1932-08-04T00:00:00Z,2020-08-04T00:00:00Z,United States of America,IEEE Fellow
Maria Kalasancja Fuja,botanist,1899-06-02T00:00:00Z,1971-07-28T00:00:00Z,Poland,
Katherine Johnson,mathematician,1918-08-26T00:00:00Z,2020-02-24T00:00:00Z,United States of America,BBC 100 Women
Agnes Bell Collier,mathematician,1860-01-31T00:00:00Z,1930-01-02T00:00:00Z,,
Loki Schmidt,biologist,1919-03-03T00:00:00Z,2010-10-21T00:00:00Z,Germany,Golden Feather
Frances Šeparović,chemist,1954-01-01T00:00:00Z,,,Officer of the Order of Australia
Lyubov Mala,physician,1919-01-13T00:00:00Z,2003-04-14T00:00:00Z,Soviet Union,"Order of Prince Yaroslav the Wise, 5th class"
Jekaterina Chasjanowna Mamlejewa,engineer,1930-10-02T00:00:00Z,,Russia,Master of Sport of the USSR
Ashkhen Harutyunyan,chemist,1894-03-09T00:00:00Z,1979-05-26T00:00:00Z,Soviet Union,Deserved scientist of ArmSSR
Minna Weizmann,physician,1889-01-01T00:00:00Z,,,
Susan Solomon,chemist,1956-01-19T00:00:00Z,,United States of America,National Medal of Science
Margaret Hamilton,mathematician,1936-08-17T00:00:00Z,,United States of America,Presidential Medal of Freedom
Marilyn Farquhar,biologist,1928-07-11T00:00:00Z,2019-11-23T00:00:00Z,United States of America,E. B. Wilson Medal
Alvany Rocha,mathematician,,,,Fellow of the American Mathematical Society
Joana Mureikienė,physician,1928-08-15T00:00:00Z,,,
Sandra Faber,astronomer,1944-12-28T00:00:00Z,,United States of America,Bruce Medal
Harumi Ochi,botanist,1920-04-11T00:00:00Z,2001-05-02T00:00:00Z,Japan,
Margarita Baranova,botanist,1932-01-01T00:00:00Z,,Soviet Union,
Muriel Emma Bell,physician,1898-01-04T00:00:00Z,1974-05-02T00:00:00Z,New Zealand,Fellow of the Royal Society Te Apārangi
Vera Nikolaevna Maslennikova,mathematician,1926-04-29T00:00:00Z,2000-08-14T00:00:00Z,Russia,Order of the Patriotic War 2nd class
Naomi Halas,engineer,1957-01-01T00:00:00Z,,United States of America,Fellow of the American Physical Society
Valentina Mamontova,biologist,1895-07-07T00:00:00Z,1982-01-01T00:00:00Z,Soviet Union,Order of the Badge of Honour
Gro Harlem Brundtland,physician,1939-04-20T00:00:00Z,,Norway,Årets budeie
Ludmila Bukhtiyarova,botanist,1970-01-01T00:00:00Z,,,
Irja Piirma,chemist,1920-01-01T00:00:00Z,2009-01-01T00:00:00Z,,
Svetlana Gerasimenko,astronomer,1945-02-23T00:00:00Z,,Tajikistan,
Jennifer Thomas,physicist,1950-01-01T00:00:00Z,,United States of America,Fellow of the American Physical Society
Delia Abbiatti,botanist,1918-01-01T00:00:00Z,,Argentina,
Silvia Torres-Peimbert,physicist,1940-01-01T00:00:00Z,,Mexico,Honorary Doctorate from the National Autonomous University of Mexico
Evelyn Fox Keller,biologist,1936-03-20T00:00:00Z,,United States of America,Fellow of the American Academy of Arts and Sciences
Guranda Gvaladze,botanist,1932-06-23T00:00:00Z,2020-01-24T00:00:00Z,Georgia,
Claude Grison,chemist,1960-08-10T00:00:00Z,,France,CNRS innovation medal
Wen Yen Lien,botanist,,,,
Silke Biermann,physicist,1978-01-01T00:00:00Z,,,Paul Langevin Award
Rusudan Nikoladze,chemist,1884-12-17T00:00:00Z,1981-09-09T00:00:00Z,Russian Empire,
Corinna E. Lathan,computer scientist,2000-01-01T00:00:00Z,,United States of America,
Jane Luu,astronomer,1963-01-01T00:00:00Z,,United States of America,Shaw Prize
Irina Nikolajewna Schabanowa,physicist,1938-09-10T00:00:00Z,,,USSR State Prize
Isabel Wilson,physician,1895-09-06T00:00:00Z,1982-12-08T00:00:00Z,,Commander of the Order of the British Empire
Suning Wang,chemist,1958-09-19T00:00:00Z,2020-04-27T00:00:00Z,People's Republic of China,Fellow of the Chemical Institute of Canada
Tebello Nyokong,chemist,1951-10-20T00:00:00Z,,Lesotho,Bronze Order of Mapungubwe
Margaret Thomson,physician,1902-08-20T00:00:00Z,1982-06-16T00:00:00Z,United Kingdom of Great Britain and Ireland,
Éva Tardos,mathematician,1957-10-01T00:00:00Z,,United States of America,Fulkerson Prize
Hilda Carolina Ericsson,engineer,1860-08-03T00:00:00Z,1941-01-03T00:00:00Z,Sweden,
Martha Wollstein,physician,1868-11-21T00:00:00Z,1939-09-30T00:00:00Z,United States of America,
Helen B. Taussig,physician,1898-05-24T00:00:00Z,1986-05-20T00:00:00Z,United States of America,Elizabeth Blackwell Medal
Barbara MacCluer,mathematician,,,United States of America,
Jil Matheson,mathematician,,,,
Eliza Amy Hodgson,botanist,1888-10-10T00:00:00Z,1983-01-07T00:00:00Z,New Zealand,doctor honoris causa
Sarah Hauser,computer scientist,,,Switzerland,
Adelberger,physician,,,,
Barbara Pickersgill,botanist,1940-01-01T00:00:00Z,,United Kingdom,Linnean Medal
Enriqueta González Baz,mathematician,1915-09-22T00:00:00Z,2002-12-22T00:00:00Z,Mexico,
Alex Chambers,astronomer,1978-10-28T00:00:00Z,,Australia,
Wendy Freedman,physicist,1957-07-17T00:00:00Z,,Canada,Fellow of the American Academy of Arts and Sciences
Galina Nikolayeva,physician,1911-02-18T00:00:00Z,1963-10-18T00:00:00Z,Russian Empire,Stalin Prize
Lidia Ivanovna Dyomkina,physicist,1900-02-07T00:00:00Z,1994-03-29T00:00:00Z,Russian Socialist Federative Soviet Republic,USSR State Prize
Alice Archenhold,astronomer,1874-08-27T00:00:00Z,1943-02-09T00:00:00Z,German Reich,
Helen Moore,mathematician,,,,Fellow of the Society for Industrial and Applied Mathematics
Anu Reinart,physicist,1961-09-01T00:00:00Z,,Estonia,Tartu Medal
Xia Sisi,physician,1990-06-01T00:00:00Z,2020-02-23T00:00:00Z,People's Republic of China,
Marie-Anne Félix,physician,,,France,CNRS silver medal
Alice Burks,mathematician,1920-08-20T00:00:00Z,2017-11-21T00:00:00Z,United States of America,
Corinne Le Quéré,physicist,1966-07-01T00:00:00Z,,Canada,Blaise Pascal Medal in Earth and Environmental Sciences
Heather Lewandowski,physicist,,,United States of America,Fellow of the American Physical Society
Paola Flocchini,computer scientist,,,,Prize for Innovation in Distributed Computing
Miriam Friedman Menkin,biologist,1901-08-08T00:00:00Z,1992-06-08T00:00:00Z,Latvia,
Eva Kondorosi,biologist,1948-03-22T00:00:00Z,,Hungary,Academy Award of the Hungarian Academy of Sciences
Zhiping Weng,biologist,,,,ISCB Fellow
Ruth Chabay,physicist,1949-01-01T00:00:00Z,,,
Patricia García Funegra,physician,1963-02-02T00:00:00Z,,Peru,
Lyubov Mala,physician,1919-01-13T00:00:00Z,2003-04-14T00:00:00Z,Ukraine,"Order of Prince Yaroslav the Wise, 5th class"
Kaarin Riives-Kaagjärv,mathematician,1942-08-28T00:00:00Z,,,
Annette Wiklund,botanist,1953-01-01T00:00:00Z,,Sweden,
Lucille Teasdale-Corti,physician,1929-01-30T00:00:00Z,1996-08-01T00:00:00Z,Canada,Order of Merit of the Italian Republic
Stefania Pisanu,botanist,1975-01-01T00:00:00Z,,Italy,
Monegundis,physician,,0570-01-01T00:00:00Z,,
Maria Masucci,physician,1953-01-15T00:00:00Z,,Sweden,
Cicely Kate Bertram,biologist,1912-07-08T00:00:00Z,1999-07-06T00:00:00Z,United Kingdom,
Sara Jane Rhoads,chemist,1920-06-01T00:00:00Z,1993-05-01T00:00:00Z,United States of America,Garvan–Olin Medal
Julija Aronovna Mendeleva,physician,1883-09-29T00:00:00Z,1959-09-18T00:00:00Z,Russian Empire,"Medal ""For the Defence of Leningrad"""
Barbara P. Segedin,botanist,1923-01-01T00:00:00Z,2004-01-01T00:00:00Z,,
Miriam Rothschild,botanist,1908-08-05T00:00:00Z,2005-01-20T00:00:00Z,United Kingdom,Dame Commander of the Order of the British Empire
Joan Feigenbaum,computer scientist,1958-01-01T00:00:00Z,,United States of America,AAAS Fellow
Anne Burns,engineer,1915-11-23T00:00:00Z,2001-01-22T00:00:00Z,United Kingdom,
Q31184076,physician,1956-01-01T00:00:00Z,,,
Q47504787,physician,1956-01-01T00:00:00Z,,,
Mary Brush,engineer,,,United States of America,
Dorothy Hansine Andersen,physician,1901-05-15T00:00:00Z,1963-03-03T00:00:00Z,United States of America,E. Mead Johnson Award
Kateryna Yushchenko,computer scientist,1919-12-08T00:00:00Z,2001-08-15T00:00:00Z,Ukraine,Council of Ministers of the Soviet Union Prize
Claire J. Tomlin,engineer,1969-01-01T00:00:00Z,,United States of America,MacArthur Fellows Program
Jane Cronin Scanlon,mathematician,1922-07-17T00:00:00Z,2018-06-19T00:00:00Z,United States of America,Fellow of the American Mathematical Society
Franziska Grieder,biologist,,,,
Selma Kobla,physician,1910-07-27T00:00:00Z,1990-02-01T00:00:00Z,,
Marie Noelle Dury,botanist,1933-01-01T00:00:00Z,,France,
Sarah Milkovich,astronomer,,,,
Angelina Guskova,physician,1924-03-29T00:00:00Z,2015-04-07T00:00:00Z,Russia,Order of Lenin
Mirvari Sultanova,physician,1950-12-15T00:00:00Z,,,
Shannon Lucid,chemist,1943-01-14T00:00:00Z,,United States of America,United States Astronaut Hall of Fame
Sally Ride,physicist,1951-05-26T00:00:00Z,2012-07-23T00:00:00Z,United States of America,Presidential Medal of Freedom
Krystyna Kuperberg,mathematician,1944-07-17T00:00:00Z,,Poland,Fellow of the American Mathematical Society
Sylvia Richardson,mathematician,1950-01-01T00:00:00Z,,United Kingdom,Guy Medal in Silver
إقبال دعقان,chemist,,,,
Q29865410,chemist,1945-03-10T00:00:00Z,,Russia,
Alice Carter Cook,botanist,1865-01-01T00:00:00Z,1943-06-14T00:00:00Z,United States of America,
Ana María Rey,physicist,1975-01-01T00:00:00Z,,Colombia,Presidential Early Career Award for Scientists and Engineers
Olga Sehnalová,physician,1968-10-25T00:00:00Z,,Czech Republic,
Helen Sawyer Hogg,astronomer,1905-08-01T00:00:00Z,1993-01-28T00:00:00Z,Canada,Sandford Fleming Award
Christine Kirch,astronomer,1697-04-01T00:00:00Z,1782-05-06T00:00:00Z,Germany,
Colette Moeglin,mathematician,1953-01-01T00:00:00Z,,France,Prize Jaffé
Nellie May Naylor,chemist,1885-03-20T00:00:00Z,1992-10-05T00:00:00Z,,
Katsuko Saruhashi,chemist,1920-03-22T00:00:00Z,2007-09-29T00:00:00Z,Japan,AVON Award for Women
Rima Rozen,biologist,,,Canada,Léo-Pariseau Prize
Beatrice Mintz,biologist,1921-01-24T00:00:00Z,,United States of America,Fellow of the American Academy of Arts and Sciences
Wendy B. Lawrence,engineer,1959-07-02T00:00:00Z,,United States of America,NASA Distinguished Service Medal
Galina Yurievna Klinkova,botanist,1950-01-01T00:00:00Z,,Russia,
Heike Rauer,astronomer,,,Germany,
Sally Davies,physician,1949-11-24T00:00:00Z,,United Kingdom,Dame Grand Cross of the Order of the Bath
Joyce Waters,chemist,1931-06-02T00:00:00Z,,,
Suzana Bantaş,physician,1922-05-28T00:00:00Z,,Romania,
Barbara Liskov,computer scientist,1939-11-07T00:00:00Z,,United States of America,Programming Languages Achievement Award
Mahbouba Gharbi,engineer,1973-01-01T00:00:00Z,,Tunisia,
Anne Orav,chemist,1942-09-12T00:00:00Z,,,
Vilma Hugonnai,physician,1847-09-30T00:00:00Z,1922-03-25T00:00:00Z,Hungary,Decoration for Services to the Red Cross
Netra Pal Singh,botanist,1941-01-01T00:00:00Z,,Dominion of India,
Firuzə Vəliyeva,chemist,1960-04-13T00:00:00Z,2020-06-10T00:00:00Z,,
Q47453062,biologist,1970-12-23T00:00:00Z,,,
Dorothea Wagner,computer scientist,1957-01-01T00:00:00Z,,Germany,
Nina Pavlova,botanist,1897-02-08T00:00:00Z,1973-08-15T00:00:00Z,Russian Empire,Order of the Badge of Honour
Lydia Sesemann,chemist,1845-02-14T00:00:00Z,1925-03-28T00:00:00Z,Finland,
Maria Olinyk,mathematician,1943-02-14T00:00:00Z,,,Anniversary medal for the 20 years of independence of Ukraine
"Margaret Bentinck, Duchess of Portland",botanist,1715-02-11T00:00:00Z,1785-04-09T00:00:00Z,Great Britain,
Elisabeth Christina von Linné,botanist,1744-06-14T00:00:00Z,1782-04-15T00:00:00Z,Sweden,
Esther Bick,physician,1902-07-04T00:00:00Z,1983-07-21T00:00:00Z,United Kingdom,
Sara Billey,mathematician,1968-02-06T00:00:00Z,,United States of America,Presidential Early Career Award for Scientists and Engineers
Vera Zamyatina,chemist,1906-01-01T00:00:00Z,1992-01-01T00:00:00Z,Russian Socialist Federative Soviet Republic,"Medal ""For Valiant Labour in the Great Patriotic War 1941–1945"""
Tatiana Anodina,engineer,1939-04-16T00:00:00Z,,Russia,Order of the October Revolution
Catherine Bréchignac,physicist,1946-06-12T00:00:00Z,,France,Prix Roberval
Caroline Series,mathematician,1951-03-24T00:00:00Z,,United Kingdom,Fellow of the American Mathematical Society
Marija Šimanska,chemist,1922-04-23T00:00:00Z,1995-07-10T00:00:00Z,Latvia,Auschwitz Cross
Gilda Sabbo,physician,1930-04-29T00:00:00Z,,Estonia,
Eleonore Bjartveit,physician,1924-07-11T00:00:00Z,2002-09-26T00:00:00Z,Norway,
Maryanne Tipler,mathematician,,,,
María del Socorro González Elizondo,botanist,1953-08-17T00:00:00Z,,Mexico,
Tanya Monro,physicist,1973-01-01T00:00:00Z,,Australia,Fellow of the Australian Institute of Physics
Katharine Cook,physician,1863-01-01T00:00:00Z,1938-05-17T00:00:00Z,,
Michelle Ann Williams,physician,,,,
Marileen Dogterom,physicist,1967-11-20T00:00:00Z,,Kingdom of the Netherlands,Spinoza Prize
Ulrike von Luxburg,computer scientist,1975-01-01T00:00:00Z,,Germany,
Katherine Mathieson,biologist,1975-08-17T00:00:00Z,,United Kingdom,
Catherine G. Wolf,computer scientist,1947-05-25T00:00:00Z,2018-02-07T00:00:00Z,United States of America,
Gaiti Hasan,biologist,,,India,
Leslie Cayola,botanist,1976-01-01T00:00:00Z,,Bolivia,
Q60837638,physician,1958-03-15T00:00:00Z,,,commemorative medal for the ten years of independence of the Republic of Kazakhstan
Estelle Brink,botanist,1936-01-01T00:00:00Z,,,
Regine Pleger,botanist,,,Germany,
Pelageya Polubarinova-Kochina,mathematician,1899-05-13T00:00:00Z,1999-07-03T00:00:00Z,Russian Empire,"Medal ""For Valiant Labour in the Great Patriotic War 1941–1945"""
Sabrina Gonzalez Pasterski,physicist,1993-06-03T00:00:00Z,,United States of America,
Isabella Macdonald Macdonald,physician,1856-01-01T00:00:00Z,1947-01-01T00:00:00Z,United Kingdom,
Ragnhild Gotteberg,physician,1868-03-12T00:00:00Z,1955-03-09T00:00:00Z,Norway,
Yilu Liu,engineer,,,,
Jane Catherine Ngila,chemist,1950-01-01T00:00:00Z,,Kenya,Member of the Academy of Science of South Africa
Marina Popovich,engineer,1931-07-20T00:00:00Z,2017-11-30T00:00:00Z,Russia,"Jubilee Medal ""In Commemoration of the 100th Anniversary of the Birth of Vladimir Ilyich Lenin"""
Q30957154,biologist,1971-03-02T00:00:00Z,,,
Erica M.F. Swale,botanist,1929-01-01T00:00:00Z,,,
Leyla Adamyan,physician,1949-01-20T00:00:00Z,,Soviet Union,Merited Scientist of the Russian Federation
Erika Flocken,physician,1912-11-12T00:00:00Z,1965-04-04T00:00:00Z,Germany,
Q65199727,astronomer,1959-07-10T00:00:00Z,,,
Gerda-Ludmilla Bürger,physician,1897-04-24T00:00:00Z,1992-12-04T00:00:00Z,,
Maxine D. Brown,computer scientist,2000-01-01T00:00:00Z,,United States of America,
Agathe L. van Beverwijk,botanist,1907-09-11T00:00:00Z,1963-01-01T00:00:00Z,Kingdom of the Netherlands,
Paula Tretkoff,mathematician,,,,
Fatma Memik,physician,1903-01-01T00:00:00Z,1991-02-09T00:00:00Z,Turkey,
Reiko Kondō,computer scientist,,,Japan,
Sylvia Payne,physician,1880-11-06T00:00:00Z,1976-05-30T00:00:00Z,United Kingdom of Great Britain and Ireland,Commander of the Order of the British Empire
